"ID"|Alert Timestamp"|"Sent Date"|"Agency"|"Subject"|"Message"
"32"|"12/31/2014 3:53:11 AM"|"Subway"|"UPDATED: BKLYN, N Trains, Switch Problems"|"Following an earlier incident at Stillwell Av, N train service has resumed with residual delays."
"33"|"12/31/2014 2:15:05 AM"|"Subway"|"UPDATED: MANH, 1, 2, and 3 Trains, Switch Problems"|"Following an earlier incident at Chambers St, 1, 2, and 3 train service has resumed with residual delays."
"34"|"12/30/2014 6:44:22 PM"|"Subway"|"UPDATED: BKLYN, A Trains, Sick Customer"|"Following an earlier incident at Utica Av, A train service has resumed with residual delays."
"35"|"12/30/2014 4:29:54 PM"|"Subway"|"UPDATED: MANH, 2, 3, 4, 5 and 6 Trains, Rail Condition"|"Following an earlier incident at Bowling Green, 2, 3, 4, 5 and 6 train service has resumed with residual delays."
"36"|"12/30/2014 3:33:26 PM"|"Subway"|"UPDATED: QNS, F Trains, Sick Customer"|"Following an earlier incident at 21 St, F train service has resumed with residual delays."
"37"|"12/30/2014 1:57:25 PM"|"Subway"|"UPDATED: MANH, A, C & E Trains, Rail condition"|"Following an earlier incident at W 4 St-Washington Sq, A, C and E train service has resumed with residual delays."
"38"|"12/30/2014 1:37:15 PM"|"Subway"|"UPDATED: MANH, C & E Trains, Rail condition"|"n/b C trains express Canal St to 59 St & n/b E trains express Canal St to 42 St, due to a rail condition at W 4 St. n/b A delays. See mta.info"
"39"|"12/30/2014 9:56:59 AM"|"Subway"|"UPDATED: MANH, 4 and 5 Trains, Mechanical Problems"|"Following an earlier incident at 14 St, 4 and 5 train service has resumed with residual delays."
"40"|"12/30/2014 4:54:59 AM"|"Subway"|"UPDATED: MANH, D Trains, Mechanical Problems"|"Following an earlier incident on the Manhattan Bridge, D train service has resumed with residual delays."
"41"|"12/30/2014 12:56:40 AM"|"Subway"|"UPDATED: BKLYN, 2 Trains, Sick Customer"|"Following an earlier incident at Franklin Av, 2 train service has resumed with residual delays."
"42"|"12/29/2014 11:57:37 PM"|"Subway"|"UPDATED: BKLYN, D and N Trains, Signal Problems"|"Following an earlier incident at Bay 50 St, D and N train service has resumed with residual delays."
"43"|"12/29/2014 10:36:50 PM"|"Subway"|"UPDATED: MANH, 4 and 5 Trains, Signal Problems"|"Following an earlier incident at Brooklyn Bridge, 4 and 5 train service has resumed with residual delays."
"44"|"12/29/2014 7:31:54 PM"|"Subway"|"UPDATED: BKLYN, D Trains, Mechanical Problems"|"Following an earlier incident at Bay 50 St, D train service has resumed with residual delays."
"45"|"12/29/2014 7:04:01 PM"|"Subway"|"UPDATED: MANH, F and M Trains, Mechanical Problems"|"Following an earlier incident at 14 St, F and M train service has resumed with residual delays."
"46"|"12/29/2014 5:55:38 PM"|"Subway"|"UPDATED: BX, 4 and 5 Trains, Mechanical Problems"|"Following an earlier incident at 138 St, 4 and 5 train service has resumed with residual delays."
"47"|"12/29/2014 4:49:23 PM"|"Subway"|"3 Line  Weeknight Planned Service Change CANCELLATION"|"The following planned service change is CANCELLED for one night only: 11:45 PM Mon to 5 AM Tue, Dec 29  30 3 service operates to/from New Lots Av overnight, replacing the 4 in Brooklyn."
"48"|"12/29/2014 4:47:54 PM"|"Subway"|"1 Line  Weeknight Planned Service Change CANCELLATION"|"The following planned service change is CANCELLED for one night only: 11:45 PM Mon to 5 AM Tue, Dec 29 - 30 South Ferry-bound 1 service runs express from 14 St to Chambers St."
"49"|"12/29/2014 4:27:01 PM"|"Subway"|"UPDATED: MANH, N & R Trains, Signal Problems"|"Following an earlier incident at 49 St, N and R train service has resumed with residual delays."
"50"|"12/29/2014 3:39:59 PM"|"Subway"|"UPDATED: QNS, 7 Trains, Sick Customer"|"Following an earlier incident at 61 St, 7 train service has resumed with residual delays."
"51"|"12/29/2014 2:18:36 PM"|"Subway"|"UPDATED: MANH, 4 & 5 Trains, Electronic platform gap failures"|"Following an earlier incident at 14 St, 4 and 5 train service has resumed with residual delays."
"52"|"12/29/2014 1:51:14 PM"|"Subway"|"UPDATED: QNS, E, F, M and R Trains, Signal Problems"|"Following an earlier incident at 36 St (QNS), E, F, M and R train service has resumed with residual delays."
"53"|"12/29/2014 11:31:13 AM"|"Subway"|"UPDATED: MANH, 1 Trains, Signal Problems"|"Following an earlier incident at 103 St, 1 train service has resumed with residual delays."
"54"|"12/29/2014 9:43:11 AM"|"Subway"|"UPDATED: QNS, E & F Trains, Mechanical Problems"|"Following an earlier incident at 36 St (QNS), E & F train service has resumed with residual delays."
"55"|"12/29/2014 6:31:37 AM"|"Subway"|"UPDATED: BKLYN, 2, 3, 4, & 5 Trains, Signal Problems"|"Following an earlier incident at Nevins St, 2, 3, 4 & 5 train service has resumed with residual delays."
"56"|"12/29/2014 5:38:48 AM"|"Subway"|"UPDATED: MANH, D Trains, Mechanical Problems"|"Following an earlier incident at 59 St-Columbus Circle, D train in service has resumed with residual delays."
"57"|"12/28/2014 10:08:03 PM"|"Subway"|"UPDATED: MANH, N and R Trains, Sick Customer"|"Following an earlier incident at 8 St-NYU, N and R train service has resumed with residual delays."
"58"|"12/28/2014 2:16:05 PM"|"Subway"|"UPDATED: BKLYN, D & N Trains, Rail Condition"|"Following an earlier incident at 25 St, D and N train service has resumed with residual delays."
"59"|"12/28/2014 10:50:55 AM"|"Subway"|"UPDATED: QNS, E Trains, NYPD Activity"|"Following an earlier incident at 71 Av, E train service is resumed with residual delays."
"60"|"12/28/2014 7:33:15 AM"|"Subway"|"QNS, 7 Trains, Mechanical Problems"|"Due to an earlier incident, 7 train service has resumed with residual delays."
"61"|"12/28/2014 5:20:12 AM"|"Subway"|"UPDATED: MANH, D Trains, Track Maintenance"|"Following an earlier incident at 34 St-Herald Sq, D train service has resumed with residual delays."
"62"|"12/28/2014 4:43:45 AM"|"Subway"|"UPDATED: MANH, Q Trains, Track Maintenance"|"Following an earlier incident at Canal St, Q train service has resumed with residual delays."
"63"|"12/28/2014 2:37:09 AM"|"Subway"|"UPDATED: QNS, 7 Trains, NYPD Activity"|"Following an earlier incident at 103 St-Corona Plaza, 7 train service has resumed with residual delays."
"64"|"12/27/2014 11:05:30 PM"|"Subway"|"UPDATED: BKLYN, N & R Trains, FDNY Activity"|"Following an earlier incident at 53 St (BKLYN), N and R train service has resumed with residual delays."
"65"|"12/27/2014 8:19:34 PM"|"Subway"|"UPDATED: MANH, M Trains, Mechanical Problems"|"Following an earlier incident at Delancey St-Essex St, M train service has resumed with residual delays."
"66"|"12/27/2014 6:11:34 PM"|"Subway"|"UPDATED: MANH, D Trains, Mechanical Problems"|"Following an earlier incident at 155 St, D train service has resumed with residual delays."
"67"|"12/27/2014 8:47:11 AM"|"Subway"|"UPDATED: BKLYN, N Trains, Sick Customer"|"Following an earlier incident at 86 St (BKLYN), N train service has resumed with residual delays."
"68"|"12/27/2014 7:24:51 AM"|"Subway"|"UPDATED: BKLYN, L Trains, Mechanical Problems"|"Following an earlier incident at New Lots Av, L train service has resumed with residual delays."
"69"|"12/27/2014 2:49:57 AM"|"Subway"|"UPDATED: MANH, L Trains, Mechanical Problems"|"Following an earlier incident at 14 St-Union Sq, L train service has resumed with residual delays."
"70"|"12/26/2014 4:11:27 PM"|"Subway"|"UPDATED: QNS, 7 Trains, Sick Customer"|"Following an earlier incident at Junction Blvd, 7 train service has resumed with residual delays."
"71"|"12/26/2014 3:46:48 PM"|"Subway"|"A Line  Weeknight and Weekday Planned Service Changes"|"NIGHTS 11:45 PM to 5 AM, Mon to Wed, Dec 29  31 207 St-bound A trains run express from Canal St to 59 St-Columbus Circle. 11:45 PM Thu to 5 AM Fri, Jan 1  2 Queens-bound A trains run express from 59 St-Columbus Circle to Canal St. This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing, use your preferred relay service provider or the free 711 relay. For more information, click on the mta.info link in this email and read station signs. All times until Feb 2015 Brooklyn-bound A trains skip 104 St.  To this station, take the Q112 bus, days and evenings. Or, take the Brooklyn-bound A to Rockaway Blvd and transfer to a Lefferts Blvd-bound A.  From this station, take a Lefferts Blvd-bound A to 111 St and transfer to a Brooklyn-bound A. All times until Feb 2015 Brooklyn-bound A trains skip 88 St.  To this station, take the Brooklyn-bound A to 80 St and transfer to a Lefferts Blvd/Far Rockaw"
"72"|"12/26/2014 3:44:24 PM"|"Subway"|"4 Line  Weeknight Planned Service Change"|"11:45 PM to 5 AM, Mon to Wed, Dec 29  31 No 4 service between Brooklyn Bridge and New Lots Av  take the 2, 3, N, or Q instead. 4 service operates between Woodlawn and Brooklyn Bridge, making local stops.  For service between Manhattan and Brooklyn, take the N or Q at 14 St-Union Sq, Canal St, or Atlantic Av-Barclays Ctr. Transfer between the 4/6 and N/Q at 14 St-Union Sq or Canal St. Transfer between the N/Q and 2/3 at Atlantic Av-Barclays Ctr.  For service to/from Wall St and Bowling Green, use the N at nearby Rector St and Whitehall St.  For service to/from Fulton St and between Borough Hall and Franklin Av, take the 2 or 3.  For service between Franklin Av and New Lots Av, take the 3. This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing, use your preferred relay service provider or the free 711 relay. For more information, click on the mta.info link in this email and read station"
"73"|"12/26/2014 3:42:49 PM"|"Subway"|"2 Line  Weeknight Planned Service Change"|"11:45 PM to 5 AM, Mon to Wed, Dec 29 - 31 Flatbush Av-bound 2 service runs express from 14 St to Chambers St."
"74"|"12/26/2014 3:40:50 PM"|"Subway"|"All Lines  Holiday Schedule"|"HOLIDAY Thursday, Jan 1 New Years Day Subways operate on a Sunday Schedule. No 5 service in Brooklyn. No 6 express service. No 7 express service. No B service  use the A, C, D, and/or Q instead. M service runs between Metropolitan Av and Delancey-Essex Sts only. Q service runs between Stillwell Av and 57 St-7 Av only. No Z service  use the J instead, which runs between Jamaica Center and Chambers St."
"75"|"12/26/2014 2:11:24 PM"|"Subway"|"UPDATED: BKLYN, J Trains, Signal Problems"|"Following an earlier incident at Hewes St, J train service has resumed with residual delays."
"76"|"12/29/2014 1:55:15 PM"|"Subway"|"UPDATED: BKLYN, L Trains, NYPD activity"|"Following an earlier incident at Rockaway Pkwy, L train service has resumed with residual delays."
"77"|"12/29/2014 12:37:33 PM"|"Subway"|"UPDATED: QNS, E Trains, Mechanical problem"|"Following an earlier incident at Van Wyck Blvd, E train service has resumed with residual delays."
"78"|"12/29/2014 9:46:38 AM"|"Subway"|"MANH, E & M Trains, Mechanical problems"|"Due to an earleir incident at Lexington Av-53 St, E and M train service has resumed with residual delays."
"79"|"12/29/2014 8:38:44 AM"|"Subway"|"UPDATED: MANH, E & M Trains, Mechanical problems"|"Following an earlier incident at Lex-53 St, E and M train service has resumed with residual delays."
"80"|"12/29/2014 5:51:44 AM"|"Subway"|"UPDATED: MANH, L Trains, Track Maintenance"|"Following an earlier incident south of 1 Av, L train service has resumed with residual delays."
"81"|"12/29/2014 5:37:14 AM"|"Subway"|"UPDATED: MANH, 4 & 6 Trains, Mechanical Problems"|"Following an earlier incident at 23 St, 4 and 6 train service has resumed with residual delays."
"82"|"12/28/2014 5:57:26 PM"|"Subway"|"BKLYN, N Trains, Earlier Incident"|"Due to an earlier incident at 8 Av (BKLYN), N train service has resumed with residual delays."
"83"|"12/28/2014 1:06:04 PM"|"Subway"|"UPDATED: BX, 6 Trains, Track Maintenance"|"Following an earlier incident at Zerega Av, 6 train service has resumed with residual delays."
"84"|"12/28/2014 8:49:29 AM"|"Subway"|"UPDATED: MANH, C Trains, Sick Customer"|"Following an earlier incident at 168 St, C train service has resumed with residual delays."
"85"|"12/28/2014 5:56:54 AM"|"Subway"|"UPDATED: MANH, D Trains, Rail Condition"|"Following an earlier incident at 103 St, D train service has resumed with residual delays."
"86"|"12/28/2014 4:45:25 AM"|"Subway"|"UPDATED: MANH, 1 & 2 Trains, Track Maintenance"|"Following an earlier incident at Times Sq-42 St, 1 and 2 train service has resumed with residual delays."
"87"|"12/28/2014 3:58:37 AM"|"Subway"|"QNS, J Trains, Earlier Incident"|"Due to an earlier incident at Sutphin Blvd, J train service has resumed with residual delays."
"88"|"12/28/2014 12:46:53 AM"|"Subway"|"UPDATED: BKLYN, N & Q Trains, Mechanical Problems"|"Following an earlier incident at W 8 St-NY Aquarium, N and Q train service has resumed with residual delays."
"89"|"12/27/2014 8:35:04 PM"|"Subway"|"UPDATED: MANH, 2 and 3 Trains, Mechanical Problems"|"Following an earlier incident at Houston St, 2 and 3 train service has resumed with residual delays."
"90"|"12/27/2014 6:50:03 PM"|"Subway"|"UPDATED: QNS, R Trains, NYPD Activity"|"Following an earlier incident at Roosevelt Av, R train service has resumed with residual delays."
"91"|"12/27/2014 2:34:38 PM"|"Subway"|"UPDATED: BKLYN, Q Trains, Signal Problems"|"Following an earlier incident at Stillwell Av, Q train service has resumed with residual delays."
"92"|"12/27/2014 7:39:01 AM"|"Subway"|"UPDATED: MANH, D Trains, Mechanical Problems"|"Following an earlier incident at 145 St, D train service has resumed with residual delays."
"93"|"12/27/2014 4:56:18 AM"|"Subway"|"UPDATED: BKLYN, A Trains, Track Maintenance"|"Following an earlier incident at Euclid Av, A train service has resumed with residual delays."
"94"|"12/26/2014 6:54:24 PM"|"Subway"|"UPDATED: MANH, 4 and 5 Trains, Mechanical Problems"|"Following an earlier incident at 125 St, 4 and 5 train service has resumed with residual delays."
"95"|"12/26/2014 3:47:52 PM"|"Subway"|"E Line  Weeknight Planned Service Change"|"11:45 PM to 5 AM, Mon to Wed, Dec 29  31 Jamaica Center-bound E trains run express from Canal St to 34 St-Penn Station. 11:45 PM Thu to 5 AM Fri, Jan 1  2 World Trade Center-bound E trains run express from 34 St-Penn Station to Canal St."
"96"|"12/26/2014 3:45:44 PM"|"Subway"|"6 Line  Weeknight and Weekday Planned Service Changes"|"All times until Feb 2015 6 service skips Zerega Av and Buhre Av in both directions.  To/from Zerega Av, use the Bx4 and/or shuttle buses to connect between Zerega Av and Castle Hill Av; free transfer is available with MetroCard.  To/from Buhre Av, use the Bx8, Bx24, and/or shuttle buses to connect between Buhre Av and Middletown Rd or Pelham Bay Park. Free transfer is available with MetroCard. Note: Shuttle buses operate during rush hours and late nights only between Castle Hill Av and Pelham Bay Park, stopping at Zerega Av, Westchester Sq, Middletown Rd, and Buhre Av."
"97"|"12/26/2014 3:43:30 PM"|"Subway"|"3 Line  Weeknight Planned Service Change"|"11:45 PM to 5 AM, Mon to Wed, Dec 29  31 3 service operates to/from New Lots Av overnight, replacing the 4 in Brooklyn.  Trains run express in Manhattan."
"98"|"12/26/2014 3:41:58 PM"|"Subway"|"1 Line  Weeknight Planned Service Change"|"11:45 PM to 5 AM, Mon to Wed, Dec 29 - 31 South Ferry-bound 1 service runs express from 14 St to Chambers St."
"99"|"12/26/2014 3:26:22 PM"|"Subway"|"UPDATED: BKLYN, L Trains, Signal Problems"|"Following an earlier incident at E 105 St, L train service has resumed with residual delays."
"100"|"12/26/2014 1:17:37 PM"|"Subway"|"UPDATED: BKLYN, J Trains Signal Problems"|"Following an earlier incident at Van Siclen Av, J train service has resumed with residual delays."
"101"|"12/26/2014 12:41:00 PM"|"Subway"|"R Line  Weekend Planned Service Change"|"6:30 AM to 12 midnight, Sat and Sun, Dec 27  28 71 Av-bound R trains run express from Queens Plaza to 71 Av."
"102"|"12/26/2014 12:39:13 PM"|"Subway"|"F Line  Weekend Planned Service Change"|"12:15 AM Sat to 5 AM Mon, Dec 27  29 Jamaica-bound F trains skip 75 Av, Van Wyck Blvd, and Sutphin Blvd."
"103"|"12/26/2014 12:37:23 PM"|"Subway"|"A Line  Weekend and Weekday Planned Service Changes"|"WEEKEND 12:01 AM Sat to 5 AM Mon, Dec 27  29 Queens-bound A trains run local from 59 St to Canal St. All times until Feb 2015 Brooklyn-bound A trains skip 104 St.  To this station, take the Q112 bus, days and evenings. Or, take the Brooklyn-bound A to Rockaway Blvd and transfer to a Lefferts Blvd-bound A.  From this station, take a Lefferts Blvd-bound A to 111 St or Lefferts Blvd and transfer to a Brooklyn-bound A. All times until Feb 2015 Brooklyn-bound A trains skip 88 St.  To this station, take the Brooklyn-bound A to 80 St and transfer to a Lefferts Blvd/Far Rockaway-bound A.  From this station, take a Lefferts Blvd/Far Rockaway-bound A to Rockaway Blvd and transfer to a Brooklyn-bound A."
"104"|"12/26/2014 12:35:30 PM"|"Subway"|"6 Line  Weekend and Weekday Planned Service Changes"|"All times until Feb 2015 6 service skips Zerega Av and Buhre Av in both directions.  To/from Zerega Av, use the Bx4 and/or shuttle buses to connect between Zerega Av and Castle Hill Av; free transfer is available with MetroCard.  To/from Buhre Av, use the Bx8, Bx24, and/or shuttle buses to connect between Buhre Av and Middletown Rd or Pelham Bay Park. Free transfer is available with MetroCard. Note: Shuttle buses operate during rush hours and late nights only between Castle Hill Av and Pelham Bay Park, stopping at Zerega Av, Westchester Sq, Middletown Rd, and Buhre Av."
"105"|"12/26/2014 12:33:32 PM"|"Subway"|"4 Line  Weekend Planned Service Change"|"11:45 PM Fri to 5 AM Mon, Dec 26  29 No 4 service between Brooklyn Bridge and Utica Av  take the 2, 3, N, Q, or R instead. 4 service operates between Woodlawn and Brooklyn Bridge, making local stops.  For service between Manhattan and Brooklyn, take the N, Q, or R at 14 St-Union Sq, Canal St, or Atlantic Av-Barclays Ctr. Transfer between the 4/6 and N/Q/R at 14 St-Union Sq or Canal St. Transfer between the N/Q/R and 2/3 at Atlantic Av-Barclays Ctr.  For service to/from Wall St and Bowling Green, use the R (N overnight) at nearby Rector St and Whitehall St.  For service to/from Fulton St and between Borough Hall and Franklin Av, take the 2 or 3.  For service between Franklin Av and New Lots Av, take the 3 instead. This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing, use your preferred relay service provider or the free 711 relay. For more information, click on the mta.info link in th"
"106"|"12/26/2014 12:19:33 PM"|"Subway"|"BKLYN, B & D Trains, Earlier Incident"|"Due to an earlier incident at DeKalb Av, B and D train service has resumed with residual delays."
"107"|"12/26/2014 9:51:58 AM"|"Subway"|"UPDATED: MANH, 1, 2 and 3 Trains, Sick Customer"|"Following an earlier incident at 59 St, 1, 2 and 3 train service has resumed with residual delays."
"108"|"12/26/2014 6:53:28 AM"|"Subway"|"UPDATED: MANH, A,C Train, Mechanical Problems"|"Following an earlier incident at 207 St, A and C train service has resumed with residual delays."
"109"|"12/26/2014 3:55:48 AM"|"Subway"|"UPDATED: MANH, 2 & 3 Trains, Track Maintenance"|"Following an earlier incident at 110 St, 2 and 3 train service has resumed with residual delays."
"110"|"12/25/2014 4:30:49 PM"|"Subway"|"UPDATED: MANH, 1 Trains, Mechanical Problems"|"Following an earlier incident at Chambers St, 1 train service has resumed with residual delays."
"111"|"12/25/2014 1:32:15 PM"|"Subway"|"UPDATED: QNS, R Train, Switch Problems"|"Following an earlier incident at 71 Av, R train service has resumed with residual delays."
"112"|"12/25/2014 6:36:20 AM"|"Subway"|"UPDATED: BKLYN, 2 Trains, Mechanical Problems"|"Following an earlier incident at Church Av, 2 train service has resumed with residual delays."
"113"|"12/25/2014 2:17:52 AM"|"Subway"|"UPDATED: QNS, 7 Trains, Signal Problems"|"Following an earlier incident at Vernon Blvd, 7 train service has resumed with residual delays."
"114"|"12/24/2014 9:01:45 PM"|"Subway"|"UPDATED: BKLYN, F Trains, Signal Problems"|"Following an earlier incident at Avenue X, F train service has resumed with residual delays."
"115"|"12/24/2014 6:18:57 PM"|"Subway"|"UPDATED: BKLYN, D Trains, Sick Customer"|"Following an earlier incident at Stillwell Av, D train service has resumed with residual delays."
"116"|"12/24/2014 5:20:06 PM"|"Subway"|"UPDATED: MANH, N & R Trains, Sick Customer"|"Following an earlier incident at Prince St, N and R train service has resumed with residual delays."
"117"|"12/24/2014 3:09:29 PM"|"Subway"|"UPDATED: MANH, J Trains, NYPD Activity"|"Following an earlier incident at Broad St, J train service has resumed with residual delays."
"118"|"12/24/2014 1:35:28 PM"|"Subway"|"QNS, M & R Trains, Earlier Incident"|"Due to an earlier incident at Woodhaven Blvd, M and R train service has resumed with residual delays."
"119"|"12/24/2014 12:37:15 PM"|"Subway"|"UPDATED: BX, 1 Trains, Signal Problems"|"Following an earlier incident at 242 St-Van Cortlandt Park, 1 train service has resumed with residual delays."
"120"|"12/24/2014 9:11:43 AM"|"Subway"|"UPDATED: MANH, A & C Trains, NYPD Activity"|"Following an earlier incident at 168 St, A and C train service has resumed with residual delays."
"121"|"12/24/2014 6:41:10 AM"|"Subway"|"UPDATED: QNS, F Trains, Rail Condition"|"Following an earlier incident at Northern Blvd, F train service has resumed with residual delays."
"122"|"12/24/2014 4:04:52 AM"|"Subway"|"UPDATED: MANH, 1 and 2 Trains, Track Maintenance"|"Following an earlier incident at 79 St, 1 and 2 train service has resumed with residual delays."
"123"|"12/23/2014 11:20:43 PM"|"Subway"|"UPDATED: BKLYN, F and G Trains, Mechanical Problems"|"Following an earlier incident at Bergen St, F and G train service has resumed with residual delays."
"124"|"12/23/2014 7:14:49 PM"|"Subway"|"UPDATED: MANH, A Trains, Sick Customer"|"Following an earlier incident at 168 St, A train service has resumed with residual delays."
"125"|"12/23/2014 5:09:07 PM"|"Subway"|"UPDATED: QNS, Q Trains, Mechanical Problems"|"Following an earlier incident at Canal St, Q train service has resumed with residual delays."
